Language pair,"F1-score (LaBSE, average)","F1-score (LASER, average)","Gromov-Hausdorff dist. (LaBSE, average)","Gromov-Hausdorff dist. (LASER, average)","Singular value gap (LaBSE, average)","Singular value gap (LASER, average)","ECOND-HM (LaBSE, average)","ECOND-HM (LASER, average)","Average margin score (LaBSE, average)","Average margin score (LASER, average)"
Japanese-Amuzgo,0.19285,0,0.8605,0.6013,926.3532,218.75465,42.15175,37.0245,0.6870,0.6049
Japanese-Swahili,0.9920,0.1997,0.2170,0.3796,51.3457,269.2219,33.9136,34.4087,1.2701,0.5813
Japanese-Chinese-tok,0.9890,0.3980,0.2728,0.4029,210.8675,1.053,44.2356,25.34075,1.3043,0.8880
Japanese-Danish,0.9941,0.4983,0.1673,0.2464,12.7315,2.8225,35.30705,24.6695,1.2782,0.8799
Japanese-Amharic,0.9573,0.0314,2.8757,3.0547,1.5578,8483.19695,36.7175,34.7784,1.25575,0.5353
Japanese-Somali,0.9757,0.0077,0.3150,0.9111,0.4182,4076.5635,37.0672,30.4573,1.2502,0.3134
Japanese-Croatian,0.9904,0.4933,0.3975,0.24135,39.63615,1.9933,33.4262,26.6714,1.2803,0.8651
Japanese-Italian,0.9936,0.5445,0.2595,0.2730,7.19355,5.3317,35.7709,24.3195,1.2969,0.8967
Japanese-Akawaio,0.1090,0.00095,0.8879,0.78175,935.9215,89.8950,39.8573,30.3928,0.6788,0.65755
Japanese-Czech,0.9817,0.3601,0.37915,0.2417,0.08095,9.5739,36.9755,31.1910,1.2721,0.7782
Japanese-Tachelhit,0.0515,0.00095,0.5727,0.5912,571.8966,91.5740,44.9883,31.1041,0.6499,0.6643
Japanese-Romanian,0.9928,0.4652,0.2790,0.3116,97.0537,4.0030,32.6853,25.0383,1.26135,0.8821
Japanese-Lithuanian,0.9922,0.5765,0.2191,0.3984,72.4315,5.3135,33.16285,25.1022,1.27725,0.9323
Japanese-Wolof,0.3913,0.00185,0.6059,0.4510,378.5433,391.1529,45.1971,31.7822,0.8976,0.5928
Japanese-Zulu,0.9780,0.0028,0.4125,0.6185,3.0808,96.1834,36.7857,33.8087,1.2377,0.5824
Japanese-Thai-tok,0.9714,0.2503,0.3892,0.5016,0.9337,1.0602,35.9918,25.6279,1.2263,0.8737
Japanese-Malayalam,0.8352,0.1466,1.3735,1.6154,1.3305,6389.7718,36.2945,34.0945,1.1579,0.6790
Japanese-Hebrew,0.9759,0.3041,0.4525,0.5500,26.9230,2.2038,38.4425,24.21935,1.2249,0.8712
Japanese-Kabyle,0.13705,0.0343,0.6217,0.6289,652.2786,13.2828,38.2834,27.3561,0.68875,0.7672
Japanese-French,0.9939,0.4899,0.2912,0.31735,11.0350,2.4141,35.3583,28.0429,1.3005,0.8499
Japanese-Afrikaans,0.9925,0.3649,0.2428,0.3930,28.0712,2.2131,34.6091,24.6147,1.2894,0.8795
Spanish-Shuar,0.0685,0.00115,1.7910,1.6490,733.9955,928.2877,37.1457,34.7258,0.53065,0.5987
Spanish-Dutch,0.9192,0.4033,3.3457,3.0130,32.3617,7184.9980,32.23705,27.7910,1.1841,0.8082
Spanish-Slovak,0.9888,0.76395,0.2158,0.41225,17.6786,1.4954,33.0868,25.5559,1.3240,0.9415
Spanish-Amuzgo,0.2558,0.00095,0.85865,0.6188,1073.05235,248.6536,40.7330,40.8418,0.66845,0.5666
Spanish-Swahili,0.9957,0.2603,0.4181,0.3663,22.5262,296.1068,32.98745,37.6224,1.2969,0.61875
Spanish-Chinese-tok,0.99025,0.4053,0.39415,0.4164,286.9998,1.5363,42.67195,26.954,1.3033,0.8540
Spanish-Danish,0.9974,0.7086,0.2188,0.1900,1.6196,0.7271,34.3049,26.21875,1.32435,0.9116
Spanish-Amharic,0.9633,0.0478,2.8739,3.0547,13.16375,8546.0157,35.6370,38.1029,1.2939,0.5499
Spanish-Somali,0.9894,0.0103,0.24605,0.9699,7.8507,4183.4548,35.96435,33.0058,1.2963,0.3427
Spanish-Croatian,0.9935,0.6993,0.22565,0.2617,15.09725,0.22935,32.5277,28.5613,1.3286,0.9086
Spanish-Italian,0.9957,0.78575,0.2303,0.19905,0.2775,2.0608,34.7435,25.8279,1.3531,0.9458
Spanish-Akawaio,0.10885,0.0040,0.9079,0.7632,1083.5644,108.7081,38.5812,32.9204,0.6309,0.6142
Spanish-Czech,0.9893,0.5729,0.1626,0.2312,5.84225,11.7759,35.8774,34.0529,1.3244,0.83245
Spanish-Tachelhit,0.0476,0,0.5709,0.5365,690.5846,110.43265,43.3640,33.7853,0.5972,0.6153
Spanish-Romanian,0.9955,0.6897,0.28585,0.2063,55.212,1.0116,31.8242,26.7468,1.3124,0.9078
Spanish-Lithuanian,0.9964,0.7283,0.2509,0.4081,36.9848,2.4179,32.2791,26.73795,1.3194,0.9347
Spanish-Wolof,0.4263,0.00095,0.6715,0.4353,474.9228,405.4391,43.5621,34.3456,0.8943,0.5615
Spanish-Zulu,0.9892,0.00095,0.1807,0.5899,0.9561,116.0446,35.7000,36.8439,1.2815,0.5503
Spanish-Thai-tok,0.9728,0.3203,0.3383,0.4336,2.706,1.5797,34.9526,27.33525,1.23865,0.8520
Spanish-Malayalam,0.84035,0.1600,1.3717,1.6654,4.0214,6426.9173,35.2408,37.2421,1.1773,0.6754
Spanish-Hebrew,0.9892,0.4777,0.3211,0.5417,57.56915,1.0606,37.2598,25.7129,1.2716,0.8714
Spanish-Kabyle,0.1663,0.04615,0.6233,0.6521,777.7385,20.5408,37.0995,29.3614,0.6672,0.7392
Spanish-French,0.9972,0.7303,0.4166,0.3735,0.91095,0.2754,34.3533,30.3757,1.3583,0.9184
Spanish-Afrikaans,0.9965,0.6219,0.4635,0.4153,8.4522,0.8167,33.6463,26.1372,1.3425,0.8971
Shuar-Dutch,0.0497,0,2.13415,1.9004,1063.4167,6059.5815,33.6207,31.7075,0.5209,0.6107
Shuar-Slovak,0.0510,0,1.7936,1.6980,969.46695,953.0568,34.5689,28.8315,0.4877,0.6621
Shuar-Amuzgo,0.0805,0,1.3734,1.6329,33.8748,884.1019,43.0003,49.9090,0.7353,0.5566
Shuar-Swahili,0.07135,0,1.7866,1.4339,1001.82925,888.3682,34.4692,45.1764,0.5785,0.4022
Shuar-Chinese-tok,0.0621,0,1.6556,1.6790,136.6311,928.1998,45.2046,30.6211,0.53195,0.67575
Shuar-Danish,0.0637,0,1.7903,1.6799,793.1252,937.0563,35.9065,29.6755,0.5556,0.6356
Shuar-Amharic,0.05375,0,1.38265,1.8832,556.6605,7010.0064,37.34925,45.87425,0.5488,0.4226
Shuar-Somali,0.0611,0,1.80675,1.3935,592.6622,3864.9538,37.7288,38.6819,0.5554,0.2121
Shuar-Croatian,0.0656,0,1.7354,1.5729,952.6182,932.0560,33.9526,32.7120,0.5709,0.6105
Shuar-Italian,0.0584,0,1.7844,1.6493,749.4658,957.7091,36.38045,29.1755,0.5300,0.6357
Shuar-Akawaio,0.0735,0,1.15525,1.5789,35.3130,859.2464,40.656,38.5639,0.7191,0.6158
Shuar-Czech,0.0486,0,1.7816,1.5808,615.3953,881.4518,37.6383,40.1534,0.5272,0.55015
Shuar-Tachelhit,0.0269,0,1.4376,1.60415,4.0537,861.1871,46.0522,39.7591,0.6730,0.6355
Shuar-Romanian,0.0655,0,1.7962,1.6918,1173.1050,939.11465,33.2004,30.3555,0.5511,0.6391
Shuar-Lithuanian,0.0703,0.00115,1.8236,1.6997,1087.0157,952.3123,33.6734,30.34175,0.5797,0.6807
Shuar-Wolof,0.0867,0,1.3729,1.5988,28.9062,318.7986,46.2419,40.5302,0.6923,0.5704
Shuar-Zulu,0.0810,0,1.7906,1.48105,686.8875,831.5102,37.43075,44.0550,0.5915,0.5379
Shuar-Thai-tok,0.0445,0,1.8070,1.7291,657.3344,935.221,36.6018,31.1133,0.5471,0.7024
Shuar-Malayalam,0.0365,0,1.8675,2.2825,638.8201,5122.8355,36.8872,44.6287,0.5213,0.5186
Shuar-Hebrew,0.0353,0,1.7912,1.7493,389.5745,937.5598,39.1356,29.0290,0.5291,0.6756
Shuar-Kabyle,0.0389,0,1.3584,1.6231,3.0369,880.1685,39.0551,33.7665,0.63465,0.6947
Shuar-French,0.0629,0,1.7545,1.6864,781.3983,934.2186,35.9594,35.1408,0.5387,0.5939
Shuar-Afrikaans,0.0618,0,1.7839,1.6727,888.4512,937.857,35.1793,29.5718,0.5284,0.6628
Dutch-Slovak,0.91855,0.4233,3.3042,3.0202,2.38265,7229.6022,30.2769,23.8887,1.1663,0.8609
Dutch-Amuzgo,0.1701,0,2.8526,2.6416,1461.8247,7123.0860,36.5602,36.7288,0.6150,0.5683
Dutch-Swahili,0.9144,0.1314,3.3639,2.8857,1.14805,6931.7102,30.1908,34.1086,1.16965,0.5448
Dutch-Chinese-tok,0.8822,0.21625,3.2931,3.0134,509.9593,7216.8137,38.1052,25.1052,1.1596,0.8081
Dutch-Danish,0.9083,0.3976,3.35925,3.0392,20.9009,7205.3489,31.29235,24.4663,1.16305,0.82715
Dutch-Amharic,0.8735,0.0129,1.3741,0.6812,84.9810,766.9409,32.4031,34.5010,1.1315,0.4880
Dutch-Somali,0.8560,0.00185,3.3424,2.4707,70.7443,9655.2650,32.6678,30.2685,1.1213,0.2926
Dutch-Croatian,0.9026,0.3947,3.3852,3.0245,3.3821,7186.3932,29.8099,26.4914,1.1634,0.8074
Dutch-Italian,0.9127,0.4566,3.37775,3.0535,29.7371,7225.7675,31.6590,24.1254,1.1799,0.8450
Dutch-Akawaio,0.0722,0.00115,2.9706,2.8702,1474.4219,7155.3718,34.80265,30.1972,0.5986,0.6128
Dutch-Czech,0.9064,0.2792,3.31625,2.9643,64.6671,7136.9415,32.5944,31.1341,1.1661,0.7268
Dutch-Tachelhit,0.0517,0,3.08975,2.8672,1014.5700,7159.1236,38.63505,30.9216,0.5655,0.6224
Dutch-Romanian,0.9084,0.3754,3.3464,3.0604,3.6675,7211.3032,29.2134,24.9212,1.1582,0.8258
Dutch-Lithuanian,0.9141,0.4306,3.4100,3.03825,0.6119,7240.8175,29.6034,24.9169,1.1676,0.8658
Dutch-Wolof,0.3098,0.00095,3.0629,2.8329,747.0283,6455.92365,38.8028,31.3994,0.8097,0.5584
Dutch-Zulu,0.8535,0.0028,3.3396,2.7651,42.3487,6988.7723,32.4516,33.4705,1.11415,0.5401
Dutch-Thai-tok,0.8525,0.1484,3.3369,3.0239,51.7824,7205.8857,31.8350,25.4348,1.112,0.8092
Dutch-Malayalam,0.74565,0.0662,2.4481,2.0834,56.9874,844.43005,32.0826,33.7962,1.0474,0.6126
Dutch-Hebrew,0.8444,0.19215,3.3136,3.0094,175.4931,7227.4792,33.7398,24.0251,1.1103,0.8097
Dutch-Kabyle,0.0970,0.0269,3.09175,2.8915,1119.0222,7173.4518,33.5777,27.1777,0.57945,0.7192
Dutch-French,0.9134,0.40125,3.3362,3.0400,22.9904,7202.8692,31.3326,28.0296,1.1879,0.8051
Dutch-Afrikaans,0.9171,0.3231,3.3077,3.0337,8.21175,7209.2109,30.7450,24.3956,1.1834,0.8342
Slovak-Amuzgo,0.2066,0,0.86245,0.8232,1352.0789,279.6603,37.6540,32.9344,0.6346,0.6181
Slovak-Swahili,0.9840,0.22325,0.4439,0.5363,0.3951,329.91645,30.9392,30.8406,1.2627,0.5748
Slovak-Chinese-tok,0.9765,0.4279,0.3199,0.2414,445.9025,3.7384,39.3060,23.3377,1.27025,0.9243
Slovak-Danish,0.9893,0.7545,0.1972,0.2966,9.4885,0.6142,32.0951,22.77315,1.3029,0.9683
Slovak-Amharic,0.9717,0.0427,2.8353,3.0547,60.0188,8634.8130,33.2575,31.1438,1.27905,0.5351
Slovak-Somali,0.9767,0.00115,0.3011,1.0252,48.0102,4299.2123,33.5431,27.6429,1.2711,0.2811
Slovak-Croatian,0.9851,0.7519,0.2498,0.45035,0.1974,0.934,30.5339,24.4821,1.3094,0.9476
Slovak-Italian,0.9858,0.7803,0.2062,0.3037,15.8861,0.5349,32.4784,22.4758,1.3108,0.9838
Slovak-Akawaio,0.0820,0.00185,0.9089,0.569,1364.1084,127.4985,35.8089,27.5880,0.6187,0.6740
Slovak-Czech,0.9969,0.6944,0.2241,0.4442,43.0442,18.3466,33.4676,28.2765,1.3496,0.8681
Slovak-Tachelhit,0.0425,0.00095,0.5525,0.41735,922.7351,129.1507,39.8924,28.1774,0.58005,0.6773
Slovak-Romanian,0.9890,0.7284,0.3411,0.2855,10.6487,0.5268,29.91365,23.11045,1.2816,0.9587
Slovak-Lithuanian,0.9890,0.8239,0.2161,0.2157,3.7938,0.5271,30.3144,23.1479,1.2999,1.0274
Slovak-Wolof,0.37065,0,0.6268,0.7048,668.5254,429.8840,40.0602,28.6832,0.8752,0.60205
Slovak-Zulu,0.97885,0.00185,0.3283,0.8571,25.2190,138.0669,33.31275,30.34615,1.2572,0.58795
Slovak-Thai-tok,0.9563,0.3353,0.3331,0.22555,32.7853,3.0857,32.66075,23.5938,1.2086,0.9296
Slovak-Malayalam,0.8275,0.17295,1.3331,1.7244,37.0103,6486.90705,32.9105,30.5874,1.1574,0.68145
Slovak-Hebrew,0.9829,0.53565,0.4737,0.3183,138.3924,1.0901,34.6664,22.3898,1.2542,0.9532
Slovak-Kabyle,0.14015,0.0600,0.6326,0.5012,1022.4369,28.85545,34.5285,25.0600,0.6603,0.8103
Slovak-French,0.98775,0.7201,0.3832,0.4339,10.9497,1.54085,32.1375,25.67345,1.3198,0.9261
Slovak-Afrikaans,0.9900,0.6782,0.3003,0.13375,1.8648,0.8247,31.5177,22.7219,1.3214,0.9745
Amuzgo-Swahili,0.2312,0,0.9028,0.6891,1389.9632,39.5914,37.5245,56.1046,0.6792,0.3861
Amuzgo-Chinese-tok,0.1496,0,0.77365,0.8439,296.4389,226.2997,50.5832,35.2858,0.5998,0.6264
Amuzgo-Danish,0.22195,0,0.8908,0.6916,1143.7679,261.07645,39.23915,34.0333,0.6317,0.5952
Amuzgo-Amharic,0.1899,0,2.0153,2.8033,856.2652,7801.7427,40.9941,57.1888,0.6425,0.4133
Amuzgo-Somali,0.1592,0,0.8508,0.5863,900.7090,2527.4544,41.4256,46.4265,0.6790,0.2259
Amuzgo-Croatian,0.2144,0,0.9162,0.6805,1332.5999,256.0111,36.93215,38.0827,0.6538,0.5690
Amuzgo-Italian,0.2135,0.00095,0.9084,0.7341,1091.8718,289.8789,39.8146,33.3771,0.6387,0.5917
Amuzgo-Akawaio,0.0649,0,0.2997,1.0167,0.4343,33.8900,44.9348,46.2557,0.7709,0.5857
Amuzgo-Czech,0.2250,0.00095,0.8466,0.6696,929.2644,168.23105,41.3099,48.5984,0.6728,0.5233
Amuzgo-Tachelhit,0.0301,0,0.6249,0.9281,48.2892,33.7769,51.5594,47.9892,0.66435,0.5879
Amuzgo-Romanian,0.2166,0,0.9105,0.6893,1589.1217,268.6186,36.0265,34.9268,0.6473,0.5994
Amuzgo-Lithuanian,0.1993,0,0.9475,0.8330,1489.2455,279.4333,36.6132,34.9097,0.6544,0.62175
Amuzgo-Wolof,0.2141,0.0021,0.4470,0.4319,121.8479,363.55705,51.8379,49.1222,0.7859,0.5209
Amuzgo-Zulu,0.2162,0,0.85295,0.3920,1015.3900,27.5373,41.0759,54.3841,0.6856,0.4890
Amuzgo-Thai-tok,0.1611,0,0.8687,0.8454,980.0679,227.3512,40.0905,35.9347,0.6404,0.6551
Amuzgo-Malayalam,0.1223,0,0.9190,1.1722,956.7274,6108.7638,40.4760,55.2620,0.5737,0.4994
Amuzgo-Hebrew,0.1428,0,0.80365,0.9047,646.9379,250.2417,43.1566,33.1857,0.6098,0.6324
Amuzgo-Kabyle,0.1241,0,0.4649,0.9696,28.770,131.8271,42.9397,39.5193,0.7358,0.6346
Amuzgo-French,0.2259,0,0.8610,0.6277,1129.74815,248.7969,39.3025,41.44655,0.6545,0.5608
Amuzgo-Afrikaans,0.2302,0,0.8337,0.8283,1256.5379,254.2475,38.3803,33.8996,0.65935,0.6200
Swahili-Chinese-tok,0.9797,0.1140,0.4122,0.44065,469.4965,281.2029,39.1696,32.8888,1.2685,0.5458
Swahili-Danish,0.9941,0.2245,0.3454,0.4127,13.2495,309.4228,32.00255,31.7943,1.2692,0.5908
Swahili-Amharic,0.9517,0.0379,2.9099,3.0474,68.8437,7522.4944,33.15525,51.0682,1.2445,0.5304
Swahili-Somali,0.9763,0.0371,0.40645,0.7089,55.8546,2271.0485,33.4419,42.3107,1.2506,0.5097
Swahili-Croatian,0.9863,0.2626,0.4382,0.3128,0.9099,304.68975,30.4486,35.2846,1.27555,0.6038
Swahili-Italian,0.9891,0.2521,0.3128,0.4083,20.6389,340.9238,32.3827,31.2204,1.2921,0.5952
Swahili-Akawaio,0.1180,0,0.9448,0.7330,1402.2259,71.5131,35.6982,42.1719,0.6836,0.4028
Swahili-Czech,0.9822,0.1801,0.3885,0.3071,50.6190,200.8165,33.3676,44.0402,1.2692,0.60175
Swahili-Tachelhit,0.0689,0,0.6151,0.5817,954.9078,70.7660,39.7605,43.59735,0.6341,0.4140
Swahili-Romanian,0.9905,0.2276,0.2211,0.4011,7.3215,316.7317,29.8338,32.5487,1.2620,0.5833
Swahili-Lithuanian,0.9920,0.2624,0.3271,0.4573,1.9247,329.6736,30.2291,32.5519,1.2753,0.5821
Swahili-Wolof,0.4646,0.00095,0.6483,0.4498,695.6145,362.0850,39.92305,44.5944,0.9172,0.4005
Swahili-Zulu,0.9782,0.00185,0.4162,0.4423,30.8716,58.5087,33.212,48.8539,1.2435,0.4135
Swahili-Thai-tok,0.9629,0.1112,0.4230,0.51585,39.5052,275.6613,32.5628,33.4410,1.2053,0.5337
Swahili-Malayalam,0.8268,0.0567,1.4158,1.4211,43.6959,5930.95765,32.8066,49.5422,1.1384,0.5434
Swahili-Hebrew,0.9674,0.1355,0.4165,0.5797,151.4264,301.0138,34.5553,31.0532,1.2199,0.5427
Swahili-Kabyle,0.1675,0.0215,0.67175,0.6545,1055.93975,181.7375,34.4311,36.5105,0.6855,0.4898
Swahili-French,0.9914,0.2411,0.3792,0.3719,14.8995,295.8876,32.0447,38.0800,1.2959,0.6055
Swahili-Afrikaans,0.9930,0.1730,0.3482,0.4977,3.6184,303.6312,31.4276,31.6810,1.2826,0.5613
Chinese-tok-Danish,0.9841,0.4017,0.3041,0.3097,326.6679,2.5050,41.0392,23.8668,1.2749,0.8775
Chinese-tok-Amharic,0.9483,0.0179,2.7889,3.0547,179.7130,8551.5423,42.9523,33.2370,1.24985,0.5230
Chinese-tok-Somali,0.9595,0.00095,0.4357,0.9748,202.2479,4116.1234,43.4365,29.2831,1.2401,0.2856
Chinese-tok-Croatian,0.9824,0.3729,0.3751,0.4365,432.4823,1.9641,38.51705,25.7565,1.2820,0.8536
Chinese-tok-Italian,0.9873,0.4317,0.3539,0.3496,294.5848,5.03215,41.6654,23.5408,1.2926,0.894
Chinese-tok-Akawaio,0.0760,0.00115,0.7989,0.58485,300.4567,93.8530,47.3300,29.2207,0.5070,0.69215
Chinese-tok-Czech,0.9740,0.2766,0.3823,0.4390,212.42795,10.2898,43.3121,30.0128,1.2706,0.7636
Chinese-tok-Tachelhit,0.0274,0,0.5692,0.4023,106.6216,95.2295,54.7670,29.8852,0.5060,0.6960
Chinese-tok-Romanian,0.9841,0.3590,0.4638,0.2980,593.2304,3.2032,37.54015,24.2479,1.26945,0.8781
Chinese-tok-Lithuanian,0.9847,0.4355,0.3048,0.1280,529.0716,4.79015,38.1661,24.2812,1.2781,0.9311
Chinese-tok-Wolof,0.3051,0,0.5191,0.6445,47.5010,403.8949,55.0600,30.4345,0.8298,0.6225
Chinese-tok-Zulu,0.9530,0.00115,0.4510,0.7888,260.59435,102.7752,43.0485,32.3222,1.2204,0.5955
Chinese-tok-Thai-tok,0.9566,0.2737,0.4727,0.3658,237.29615,1.2517,41.9634,24.7723,1.2307,0.9034
Chinese-tok-Malayalam,0.8324,0.1108,1.2909,1.6487,228.8553,6442.4029,42.3703,32.6007,1.1464,0.67095
Chinese-tok-Hebrew,0.9619,0.2898,0.5964,0.3681,88.8210,1.6004,45.3316,23.4462,1.2265,0.8924
Chinese-tok-Kabyle,0.0853,0.0355,0.5350,0.4784,144.5377,13.9921,45.1463,26.39795,0.5957,0.8019
Chinese-tok-French,0.9897,0.3858,0.3913,0.4347,317.7264,1.6940,41.1084,27.1021,1.3131,0.8467
Chinese-tok-Afrikaans,0.98675,0.2929,0.3704,0.2262,392.3005,1.90885,40.0976,23.8088,1.2972,0.8927
Danish-Amharic,0.9629,0.03675,2.90525,3.0547,22.2318,8584.4839,34.4874,32.1222,1.2701,0.5384
Danish-Somali,0.9876,0.0069,0.22985,1.0273,15.2830,4225.6444,34.7962,28.4165,1.2764,0.3213
Danish-Croatian,0.9941,0.6607,0.2752,0.2371,7.7120,0.42915,31.568,25.0806,1.30525,0.9052
Danish-Italian,0.9929,0.7242,0.2255,0.1600,1.0753,1.2111,33.6513,22.9707,1.3167,0.9443
Danish-Akawaio,0.1181,0.00115,0.9143,0.7080,1154.5852,115.36255,37.2434,28.3570,0.6330,0.6420
Danish-Czech,0.9872,0.5483,0.23965,0.23915,12.3362,13.9828,34.7154,29.1146,1.3034,0.8194
Danish-Tachelhit,0.0601,0,0.60305,0.5120,749.4964,117.0181,41.6849,28.9844,0.58785,0.6512
Danish-Romanian,0.99625,0.6541,0.2630,0.1432,39.8849,0.5363,30.9066,23.6517,1.2847,0.9209
Danish-Lithuanian,0.9965,0.7238,0.1529,0.2941,24.9907,0.9211,31.3329,23.6772,1.2941,0.9607
Danish-Wolof,0.4276,0.00095,0.6404,0.5074,523.3524,414.1433,41.8651,29.4831,0.88945,0.5833
Danish-Zulu,0.989,0.0028,0.3050,0.6809,4.3553,124.7949,34.5479,31.2601,1.2671,0.5750
Danish-Thai-tok,0.9627,0.3443,0.3717,0.3796,7.26605,1.8387,33.8465,24.1439,1.2131,0.8814
Danish-Malayalam,0.83655,0.1620,1.4039,1.6969,10.1870,6454.0246,34.1128,31.5246,1.1652,0.6708
Danish-Hebrew,0.9871,0.4675,0.3829,0.4372,76.1828,0.6401,36.0049,22.8805,1.2517,0.8942
Danish-Kabyle,0.1504,0.05525,0.6521,0.57465,840.2292,23.5978,35.8644,25.6895,0.6660,0.7656
Danish-French,0.9953,0.67395,0.2775,0.3260,0.22255,0.8337,33.2860,26.3702,1.3233,0.9035
Danish-Afrikaans,0.99815,0.6578,0.2847,0.2801,3.1656,0.2904,32.6211,23.2238,1.32975,0.9358
Amharic-Somali,0.9511,0.0276,2.8661,2.45935,0.8708,8147.7570,36.1653,42.91915,1.2530,0.4918
Amharic-Croatian,0.9584,0.0525,2.8634,3.0547,55.3564,8558.57325,32.6937,35.6986,1.2738,0.5381
Amharic-Italian,0.9567,0.0379,2.92365,3.0547,14.91715,8643.2178,34.9320,31.5368,1.2778,0.5347
Amharic-Akawaio,0.0711,0,1.9918,3.0319,865.4283,8070.3159,38.8064,42.7748,0.6161,0.4380
Amharic-Czech,0.9670,0.0539,2.86185,3.0547,1.7303,8360.9946,36.0764,44.7300,1.2814,0.56105
Amharic-Tachelhit,0.0450,0,2.303,3.0290,517.4243,8071.15735,43.6412,44.2472,0.6117,0.4436
Amharic-Romanian,0.9578,0.0382,2.8924,3.0547,120.5805,8600.94305,31.9803,32.9061,1.2543,0.5348
Amharic-Lithuanian,0.9603,0.0361,2.9560,3.0547,92.9868,8645.2029,32.4442,32.8994,1.2665,0.5328
Amharic-Wolof,0.3420,0,2.2698,2.9947,334.4553,7380.0561,43.8477,45.2388,0.8474,0.4249
Amharic-Zulu,0.9502,0,2.8682,2.8359,7.9701,7873.6373,35.8993,49.6492,1.2367,0.41655
Amharic-Thai-tok,0.9196,0.0241,2.8829,3.0547,4.4221,8538.6097,35.1450,33.8080,1.1904,0.5127
Amharic-Malayalam,0.8131,0.02895,1.6167,1.8195,3.8778,1419.4649,35.4427,50.3704,1.1504,0.5364
Amharic-Hebrew,0.9531,0.03265,2.8136,3.0547,16.6115,8594.0250,37.4799,31.3660,1.2341,0.5215
Amharic-Kabyle,0.1128,0.0051,2.254,3.0532,594.1639,8351.60245,37.2999,36.9561,0.6701,0.4901
Amharic-French,0.9592,0.0495,2.8654,3.0547,20.0447,8563.9541,34.5363,38.59705,1.2902,0.5460
Amharic-Afrikaans,0.9630,0.0303,2.8434,3.0547,41.3144,8579.5420,33.8229,32.0042,1.2853,0.5234
Somali-Croatian,0.9858,0.0073,0.30945,0.9881,43.8697,4215.4333,32.9679,31.1853,1.2747,0.3321
Somali-Italian,0.9841,0.0032,0.2683,1.0334,9.40315,4344.8572,35.24665,27.9577,1.28265,0.3076
Somali-Akawaio,0.0971,0,0.8742,0.7994,910.1620,3015.2553,39.2072,36.4549,0.6799,0.2126
Somali-Czech,0.9770,0.0114,0.2330,0.8958,0.4903,3785.3060,36.4155,37.8542,1.273,0.3877
Somali-Tachelhit,0.0414,0,0.5631,0.7117,553.0751,3007.1873,44.16135,37.5186,0.6371,0.23125
Somali-Romanian,0.9836,0.0086,0.2936,1.0488,103.0810,4251.3785,32.2470,29.0340,1.2566,0.3141
Somali-Lithuanian,0.98435,0,0.27765,1.0220,77.6867,4293.6206,32.7118,29.0257,1.2664,0.2809
Somali-Wolof,0.4082,0.00115,0.6821,0.5899,362.5341,3321.2729,44.3630,38.2180,0.9038,0.2677
Somali-Zulu,0.97125,0,0.2691,0.5577,3.86525,2979.5572,36.2315,41.3300,1.2526,0.2886
Somali-Thai-tok,0.9327,0,0.3496,0.9818,1.8856,4093.80545,35.4611,29.7308,1.18985,0.27795
Somali-Malayalam,0.8244,0.0096,1.3638,1.1338,1.4450,7952.51305,35.7546,41.8305,1.1326,0.4105
Somali-Hebrew,0.9680,0,0.2557,0.9817,23.6367,4188.6642,37.8376,27.8232,1.22835,0.2684
Somali-Kabyle,0.1631,0,0.6234,0.7623,631.7681,3682.2770,37.6828,32.1413,0.7363,0.2673
Somali-French,0.9856,0.0162,0.41915,0.9912,13.4004,4180.6123,34.8459,33.3654,1.2921,0.3475
Somali-Afrikaans,0.9887,0.00095,0.4588,1.0175,31.4313,4200.6127,34.1180,28.3221,1.29115,0.2938
Croatian-Italian,0.9922,0.7289,0.2374,0.2536,13.3533,1.3003,31.9394,24.7221,1.3288,0.93305
Croatian-Akawaio,0.1087,0.0030,0.9224,0.70835,1344.4930,113.4961,35.1511,31.1112,0.6686,0.6143
Croatian-Czech,0.9858,0.56555,0.1614,0.2363,39.0003,13.62165,32.89445,32.0779,1.3122,0.8231
Croatian-Tachelhit,0.0534,0,0.6131,0.574,905.5289,115.2464,39.0737,31.8756,0.6248,0.62545
Croatian-Romanian,0.9885,0.6563,0.3025,0.3128,12.9425,0.7858,29.4548,25.54035,1.28695,0.9034
Croatian-Lithuanian,0.9948,0.7443,0.3188,0.3941,5.1286,1.6969,29.8455,25.5491,1.3102,0.9465
Croatian-Wolof,0.4419,0.00095,0.7015,0.44465,654.3406,409.7773,39.2378,32.4214,0.9029,0.5710
Croatian-Zulu,0.98855,0.00185,0.2652,0.5341,22.2614,120.9285,32.7461,34.61245,1.2649,0.5587
Croatian-Thai-tok,0.9560,0.2784,0.3462,0.4461,29.2311,1.7491,32.1166,26.0935,1.21205,0.84845
Croatian-Malayalam,0.8359,0.1455,1.3611,1.5885,33.3382,6432.8288,32.3609,34.9514,1.1664,0.6655
Croatian-Hebrew,0.9803,0.4476,0.3457,0.49515,131.1718,0.9044,34.0545,24.6171,1.2549,0.8716
Croatian-Kabyle,0.1490,0.0507,0.6785,0.6233,1004.5058,22.6057,33.91215,27.9216,0.67395,0.7441
Croatian-French,0.9928,0.6569,0.3921,0.3039,8.9502,0.4819,31.6090,28.7886,1.3249,0.8911
